model,sampler,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,fp_per_tp,train_time_sec,tn,fp,fn,tp
ANN,RandomOverSampler,3,0.775,0.5434782608695652,0.5102040816326531,0.5263157894736842,0.7998378159210704,0.52681308246927,0.84,4.248275228999773,130,21,24,25
ANN,RandomOverSampler,4,0.815,0.6304347826086957,0.5918367346938775,0.6105263157894737,0.8207865927828085,0.6348540197003049,0.5862068965517241,4.919475116000285,134,17,20,29
ANN,RandomOverSampler,5,0.785,0.5555555555555556,0.6122448979591837,0.5825242718446602,0.8111907014461415,0.5635634266374332,0.8,4.23236642899974,127,24,19,30
ANN,RandomOverSampler,6,0.815,0.6511627906976745,0.56,0.6021505376344086,0.8395999999999999,0.6055947350225068,0.5357142857142857,6.272791960999712,135,15,22,28
ANN,RandomOverSampler,7,0.81,0.6304347826086957,0.58,0.6041666666666666,0.8001333333333334,0.5648939879769167,0.5862068965517241,4.489262885000244,133,17,21,29
ANN,RandomOverSampler,8,0.795,0.6,0.4897959183673469,0.5393258426966292,0.8333558588998512,0.6278492450874085,0.6666666666666666,5.200276575000316,135,16,25,24
ANN,RandomOverSampler,9,0.81,0.6,0.673469387755102,0.6346153846153846,0.8324097851060954,0.5799013304430922,0.6666666666666666,4.44967068599999,129,22,16,33
ANN,RandomOverSampler,10,0.81,0.6486486486486487,0.4897959183673469,0.5581395348837209,0.8114610082443574,0.5837171812051286,0.5416666666666666,4.246584844000608,138,13,25,24
ANN,RandomOverSampler,11,0.765,0.5272727272727272,0.58,0.5523809523809524,0.8204,0.540356330748925,0.896551724137931,5.079649362000055,124,26,21,29
ANN,RandomOverSampler,12,0.83,0.6739130434782609,0.62,0.6458333333333334,0.8390666666666667,0.6249266678365752,0.4838709677419355,4.222835839999789,135,15,19,31
ANN,RandomOverSampler,13,0.815,0.625,0.6122448979591837,0.6185567010309279,0.8739018786322476,0.6247252669596013,0.6,4.76266120299988,133,18,19,30
ANN,RandomOverSampler,14,0.82,0.6666666666666666,0.5306122448979592,0.5909090909090909,0.8178132180024327,0.5988685511021801,0.5,4.3911089840003115,138,13,23,26
ANN,RandomOverSampler,15,0.79,0.5777777777777777,0.5306122448979592,0.5531914893617021,0.7994323557237464,0.583472844559456,0.7307692307692307,4.218284591999691,132,19,23,26
ANN,SMOTE,1,0.775,0.5757575757575758,0.38,0.4578313253012048,0.7990666666666667,0.5706711352883267,0.7368421052631579,5.1551471270004185,136,14,31,19
ANN,SMOTE,2,0.835,0.7428571428571429,0.52,0.611764705882353,0.8291999999999999,0.6577934551037647,0.34615384615384615,4.241567001000476,141,9,24,26
ANN,SMOTE,3,0.775,0.5454545454545454,0.4897959183673469,0.5161290322580645,0.8057845654818219,0.539633997387378,0.8333333333333334,4.661058443999536,131,20,25,24
ANN,SMOTE,4,0.8,0.5918367346938775,0.5918367346938775,0.5918367346938775,0.815921070414921,0.613673386392917,0.6896551724137931,4.5109780359998695,131,20,20,29
ANN,SMOTE,5,0.795,0.5740740740740741,0.6326530612244898,0.6019417475728155,0.8132180024327612,0.5551675774054855,0.7419354838709677,4.236256696000055,128,23,18,31
ANN,SMOTE,6,0.8,0.6190476190476191,0.52,0.5652173913043478,0.8349333333333333,0.6026604937812104,0.6153846153846154,5.384855186000095,134,16,24,26
ANN,SMOTE,7,0.815,0.6511627906976745,0.56,0.6021505376344086,0.8160000000000001,0.5982741614615412,0.5357142857142857,4.340013199999703,135,15,22,28
ANN,SMOTE,8,0.81,0.6341463414634146,0.5306122448979592,0.5777777777777777,0.8456548182186783,0.6450437757765957,0.5769230769230769,5.138391436999882,136,15,23,26
ANN,SMOTE,9,0.805,0.5925925925925926,0.6530612244897959,0.6213592233009708,0.8318691715096634,0.5899684022514136,0.6875,4.4019911330005925,129,22,17,32
ANN,SMOTE,10,0.795,0.6538461538461539,0.3469387755102041,0.4533333333333333,0.7826733342343559,0.5463027531352886,0.5294117647058824,4.432456642000034,142,9,32,17
ANN,SMOTE,11,0.79,0.5714285714285714,0.64,0.6037735849056604,0.8196,0.5352773298675227,0.75,5.0203796080004395,126,24,18,32
ANN,SMOTE,12,0.83,0.6904761904761905,0.58,0.6304347826086957,0.8176,0.6044990870078345,0.4482758620689655,4.254944209999849,137,13,21,29
ANN,SMOTE,13,0.815,0.6153846153846154,0.6530612244897959,0.6336633663366337,0.8459251250168942,0.6009261046292101,0.625,5.1569144340001,131,20,17,32
ANN,SMOTE,14,0.83,0.6923076923076923,0.5510204081632653,0.6136363636363636,0.8248411947560481,0.5871219396023095,0.4444444444444444,4.27626705900002,139,12,22,27
ANN,SMOTE,15,0.795,0.5952380952380952,0.5102040816326531,0.5494505494505495,0.7965941343424787,0.5617243143582136,0.68,4.204288295999504,134,17,24,25
ANN,ADASYN,1,0.755,0.5121951219512195,0.42,0.46153846153846156,0.7674666666666666,0.500393016076023,0.9523809523809523,5.029065606000586,130,20,29,21
ANN,ADASYN,2,0.79,0.7857142857142857,0.22,0.34375,0.8064,0.6144768217012637,0.2727272727272727,4.156146192000051,147,3,39,11
ANN,ADASYN,3,0.775,0.5476190476190477,0.46938775510204084,0.5054945054945055,0.7842951750236519,0.5230260922823529,0.8260869565217391,4.972745844000201,132,19,26,23
ANN,ADASYN,4,0.785,0.5833333333333334,0.42857142857142855,0.49411764705882355,0.8091634004595215,0.6139526802072909,0.7142857142857143,4.277532109999811,136,15,28,21
ANN,ADASYN,5,0.79,0.5945945945945946,0.4489795918367347,0.5116279069767442,0.8030814974996621,0.5448456599813674,0.6818181818181818,4.136745073000384,136,15,27,22
ANN,ADASYN,6,0.815,0.6585365853658537,0.54,0.5934065934065934,0.8306666666666668,0.5938823010300265,0.5185185185185185,5.210748888000126,136,14,23,27
ANN,ADASYN,7,0.82,0.7333333333333333,0.44,0.55,0.8246666666666667,0.61672743596687,0.36363636363636365,3.8707978439997532,142,8,28,22
ANN,ADASYN,8,0.805,0.6388888888888888,0.46938775510204084,0.5411764705882353,0.8341667792944992,0.6225001459934123,0.5652173913043478,4.423224488000415,138,13,26,23
ANN,ADASYN,9,0.81,0.6037735849056604,0.6530612244897959,0.6274509803921569,0.8259224219489119,0.572094036068735,0.65625,4.625603991999924,130,21,17,32
ANN,ADASYN,10,0.795,0.6176470588235294,0.42857142857142855,0.5060240963855421,0.7980808217326666,0.5572839996117148,0.6190476190476191,5.5301909310001065,138,13,28,21
ANN,ADASYN,11,0.78,0.56,0.56,0.56,0.8282666666666666,0.54043531891101,0.7857142857142857,5.172956125999917,128,22,22,28
ANN,ADASYN,12,0.845,0.6727272727272727,0.74,0.7047619047619048,0.8409333333333334,0.6361583106139416,0.4864864864864865,4.261240290000387,132,18,13,37
ANN,ADASYN,13,0.83,0.6595744680851063,0.6326530612244898,0.6458333333333334,0.8507906473847817,0.5825171097883944,0.5161290322580645,5.322216958000354,135,16,18,31
ANN,ADASYN,14,0.805,0.625,0.5102040816326531,0.5617977528089888,0.8234896607649682,0.6045648737657592,0.6,4.227420924999933,136,15,24,25
ANN,ADASYN,15,0.805,0.631578947368421,0.4897959183673469,0.5517241379310345,0.7921340721719151,0.5716868929061386,0.5833333333333334,4.189398522999909,137,14,25,24
